OBJECTID_1,Nom_du_sit,category,x,y,area,price,dist_center,price_rel,prob_destr,area2
198,"friche","friche",897260.422619,6242197.95314,0.1,2791,7278.20019531,1.75534591194969,0.47817502219262,0.474923905571512
199,"friche","friche",901421.447795,6252264.9502,0.1,2175,11446.0126953,1.36792452830189,0.236619779394201,0.358349251109909
200,"friche","friche",900128.402109,6254644.10907,0.1,2175,11824.1494141,1.36792452830189,0.214703988575648,0.450340973565666
201,"friche","friche",896492.654549,6251018.1351,0.1,2175,6674.44384766,1.36792452830189,0.513167122040689,0.744009411698224
202,"friche","friche",894133.038803,6241491.39131,0.1,4121,5783.234375,2.59182389937107,0.56481923464248,0.463427138107553
203,"friche","friche",893035.114326,6249557.29153,0.1,1590,3328.24267578,1,0.707103974173016,0.904876277189213
204,"friche","friche",893705.618236,6243858.04115,0.1,4121,3560.9128418,2.59182389937107,0.693619034904505,0.532388141352442
205,"friche","friche",893586.584129,6242478.07319,0.1,4121,4655.80273438,2.59182389937107,0.630162151025892,1.16501212874129
206,"friche","friche",893218.820873,6241805.37518,0.1,4121,5105.64404297,2.59182389937107,0.604090554350783,0.309942377262645
207,"friche","friche",899641.67434,6251421.26582,0.1,2175,9467.08007813,1.36792452830189,0.35131341036329,0.766210119432359
208,"friche","friche",900980.176074,6253930.49898,0.1,2175,12000.9375,1.36792452830189,0.204457824907406,0.347288953698924
209,"friche","friche",891579.405084,6252054.75816,0.1,1679,5431.32568359,1.0559748427673,0.585214919284393,1.02703401115326
210,"friche","friche",899649.790321,6250026.7822,0.1,2175,8875.38769531,1.36792452830189,0.385606315141133,0.328994212079465
211,"friche","friche",891245.365685,6253164.73518,0.1,1679,6543.37060547,1.0559748427673,0.52076377588288,2.3409351308185
212,"friche","friche",891887.766532,6256588.91571,0.1,1679,9968.8515625,1.0559748427673,0.322232079872389,0.916958732550466
213,"friche","friche",895853.614578,6240925.18176,0.1,2791,7188.49072266,1.75534591194969,0.483374342806813,0.540757110290918
214,"friche","friche",896776.787675,6252796.68132,0.1,2175,8147.9140625,1.36792452830189,0.427768737275835,0.812738406632657
215,"friche","friche",899020.475392,6250014.90026,0.1,2175,8285.27050781,1.36792452830189,0.419807925819738,0.536851577751465
216,"friche","friche",894474.039633,6248609.38254,0.1,2377,3594.49584961,1.49496855345912,0.691672653774004,0.204099002468648
217,"friche","friche",902428.638091,6247977.3042,0.1,2473,11032.9052734,1.55534591194969,0.260562378443252,2.48506221216553
218,"friche","friche",902518.048892,6247189.2277,0.1,2473,11054.7050781,1.55534591194969,0.259298920186126,0.964383767238533
219,"friche","friche",897160.493593,6241898.62139,0.1,2791,7394.19384766,1.75534591194969,0.471452340964386,0.800430123935895
220,"friche","friche",900595.880971,6252105.5921,0.1,2175,10644.9287109,1.36792452830189,0.283048460231962,1.36480519414994
221,"friche","friche",898464.141287,6247627.97813,0.1,2939,7064.02880859,1.84842767295597,0.49058782178947,0.288442453433034
222,"friche","friche",897817.95096,6248248.8266,0.1,2939,6563.07861328,1.84842767295597,0.519621552567501,0.79442120861135
223,"friche","friche",897487.618584,6250156.93615,0.1,2175,6992.31738281,1.36792452830189,0.494744023841686,0.498851145932145
224,"friche","friche",897966.38358,6245337.29807,0.1,2096,6636.58056641,1.31823899371069,0.515361576348677,0.232020440504726
225,"friche","friche",901481.840708,6254167.1972,0.1,2175,12552.0517578,1.36792452830189,0.172516719506703,0.678857467161035
226,"friche","friche",897503.912627,6253856.85129,0.1,2175,9414.55273438,1.36792452830189,0.354357754434219,0.853460562223217
227,"friche","friche",898113.96093,6244766.15874,0.1,2096,6885.96386719,1.31823899371069,0.50090798858053,0.264847770141437
228,"friche","friche",896616.963568,6253161.32713,0.1,2175,8330.49804688,1.36792452830189,0.417186658864649,0.696336818656849
229,"friche","friche",902150.669564,6253418.11287,0.1,2175,12666.4316406,1.36792452830189,0.165887568036699,1.50454326117911
230,"friche","friche",895781.148431,6248121.3315,0.1,2939,4573.0078125,1.84842767295597,0.634960722808391,1.70865092784615
231,"friche","friche",901432.911406,6253207.20961,0.1,2175,11948.2890625,1.36792452830189,0.207509187247555,0.475213318784141
232,"friche","friche",894636.759801,6242151.76473,0.1,2791,5485.73583984,1.75534591194969,0.582061452446885,0.478120397078546
233,"friche","friche",899871.458202,6248422.41227,0.1,2939,8590.69238281,1.84842767295597,0.402106492472688,0.568493361423182
234,"friche","friche",894359.964284,6241527.72099,0.1,4121,5856.99560547,2.59182389937107,0.560544231403891,0.716208270700541
235,"friche","friche",894884.441503,6241468.27986,0.1,2791,6190.4765625,1.75534591194969,0.541216568860477,1.53342716843803
236,"friche","friche",899624.101606,6253472.36614,0.1,2175,10666.8876953,1.36792452830189,0.281775776346024,0.741459955118667
237,"friche","friche",898267.752795,6245151.05374,0.1,2096,6966.85009766,1.31823899371069,0.496220039436878,1.48105124578812
238,"friche","friche",897444.026381,6247238.25472,0.1,2939,6003.14941406,1.84842767295597,0.552073548348942,0.356442120033092
239,"friche","friche",891392.169223,6255057.17977,0.1,1679,8430.48046875,1.0559748427673,0.411391945645079,1.46823946813188
240,"friche","friche",900952.382927,6253164.67752,0.1,2175,11517.03125,1.36792452830189,0.232503734292894,0.408507385073672
241,"friche","friche",896040.148434,6240677.2646,0.1,2791,7488.47119141,1.75534591194969,0.465988278783092,0.254364792707744
242,"friche","friche",899730.790926,6245873.57039,0.1,2473,8284.02050781,1.55534591194969,0.419880372469749,0.722785925547903
243,"friche","friche",892251.645415,6239697.93907,0.1,4121,6973.7578125,2.59182389937107,0.495819686797367,0.42838131211262
244,"friche","friche",889424.069661,6254371.17475,0.1,1679,8004.32373047,1.0559748427673,0.436090848099461,0.305626256588672
245,"friche","friche",893572.659132,6250200.50873,0.1,1590,4141.84765625,1,0.659949609959198,0.276659174472709
246,"friche","friche",902997.415656,6247719.98871,0.1,2473,11573.3525391,1.55534591194969,0.229239503317219,1.81497252502468
247,"friche","friche",901423.151311,6254890.0166,0.1,2175,12952.2197266,1.36792452830189,0.149324056481707,0.406181901208433
248,"friche","friche",904076.249499,6247751.32736,0.1,2473,12651.4667969,1.55534591194969,0.166754890271901,0.360884489845162
249,"friche","friche",895263.710886,6247423.29352,0.1,2377,3865.81176758,1.49496855345912,0.675947910292747,0.432552595339428
250,"friche","friche",895433.288117,6242969.77908,0.1,2791,5392.328125,1.75534591194969,0.587475113267154,0.48196730580435
251,"friche","friche",894924.647049,6240403.47692,0.1,2791,7103.98486328,1.75534591194969,0.488272075941514,2.29508106895243
252,"friche","friche",895291.023134,6251467.40962,0.1,1590,6175.41113281,1,0.542089720790089,0.278985537132765
253,"friche","friche",895577.145322,6243226.2086,0.1,2791,5327.68261719,1.75534591194969,0.591221793650426,0.263808675890065
254,"friche","friche",896897.70818,6248805.38248,0.1,2939,5854.99804688,1.84842767295597,0.560660004546328,2.63323380133455
255,"friche","friche",895682.633788,6248484.41123,0.1,2939,4593.43017578,1.84842767295597,0.633777097364437,1.29178672873738
256,"friche","friche",897221.67314,6254280.26006,0.1,2175,9576.01660156,1.36792452830189,0.344999741414216,1.03712465781041
257,"friche","friche",886765.168545,6254353.52627,0.1,1679,9060.44726563,1.0559748427673,0.374880758403413,1.49573919387876
258,"friche","friche",892716.678105,6253417.6171,0.1,1679,6925.58300781,1.0559748427673,0.498611769369145,2.13317724819562
259,"friche","friche",895639.086453,6240556.49779,0.1,2791,7356.12011719,1.75534591194969,0.473658992345163,1.36593917904316
260,"friche","friche",904784.632525,6247289.10266,0.1,2473,13336.3417969,1.55534591194969,0.127061370730903,0.662927051065754
261,"friche","friche",891471.659493,6245173.36914,0.1,3537,1440,2.22452830188679,0.81654145918739,1.14131838515613
262,"friche","friche",893263.949085,6243311.84843,0.1,4121,3758.98925781,2.59182389937107,0.682139056675625,0.601780176249004
263,"friche","friche",899886.605406,6246003.50226,0.1,2473,8451.32519531,1.55534591194969,0.410183841157346,1.51408795857177
264,"friche","friche",897976.839024,6252421.01629,0.1,2175,8712.30175781,1.36792452830189,0.395058339009748,0.120827819651468
265,"friche","friche",892093.006427,6240218.16748,0.1,4121,6420.98144531,2.59182389937107,0.527857123603876,0.451515476221008
266,"friche","friche",895112.653602,6243116.88045,0.1,2791,5049.45556641,1.75534591194969,0.607347087867576,0.148444626339788
267,"friche","friche",899949.772915,6247162.31051,0.1,2473,8507.15625,1.55534591194969,0.406948022854252,1.29267090397307
268,"friche","friche",898500.908206,6246755.93667,0.1,2473,7021.60253906,1.55534591194969,0.493046734669398,1.60357655773837
269,"friche","friche",897697.789114,6249457.91242,0.1,2939,6860.03662109,1.84842767295597,0.502410662279694,1.48454228560245
270,"friche","friche",900728.796913,6246903.48624,0.1,2473,9274.85351563,1.55534591194969,0.362454346760286,0.219234293143263
271,"friche","friche",892567.183639,6244281.50705,0.1,3537,2589.92285156,2.22452830188679,0.749895012494144,0.611700780100101
272,"friche","friche",898140.709541,6250264.23724,0.1,2175,7599.42089844,1.36792452830189,0.459557931107876,0.559996364732089
273,"friche","friche",897710.078717,6246876.09145,0.1,2473,6245.83837891,1.55534591194969,0.538007946350536,0.125605065621746
274,"friche","friche",895958.03811,6253459.03148,0.1,2175,8187.52685547,1.36792452830189,0.425472885957232,0.350382505060061
275,"friche","friche",887511.078171,6254500.34568,0.1,1679,8828.00683594,1.0559748427673,0.38835238276993,0.160325249673387
276,"friche","friche",896386.30826,6245117.76789,0.1,2096,5143.57861328,1.31823899371069,0.601891968319932,0.44507742488886
277,"friche","friche",892470.312024,6252252.60598,0.1,1679,5726.22900391,1.0559748427673,0.568123113176962,0.433538220478457
278,"friche","friche",893593.29197,6243572.63746,0.1,4121,3703.75488281,2.59182389937107,0.685340293022984,2.12953300838897
279,"friche","friche",892811.65606,6248810.56307,0.1,1628,2572.6640625,1.02389937106918,0.750895285654658,0.587504320946763
280,"friche","friche",895252.857538,6251680.64438,0.1,1590,6324.02539063,1,0.533476436691752,1.11767524942848
281,"friche","friche",894749.143333,6243568.35235,0.1,2791,4478.44824219,1.75534591194969,0.640441142084738,0.158827734464658
282,"friche","friche",895751.660544,6241634.63609,0.1,2791,6573.01318359,1.75534591194969,0.519045771496895,0.330405623860102
283,"friche","friche",902260.667067,6251022.56252,0.1,2175,11665.6806641,1.36792452830189,0.223888412630786,0.164026951786018
284,"friche","friche",895189.305461,6244277.83252,0.1,2791,4394.76953125,1.75534591194969,0.645290935912608,1.29191829028257
285,"friche","friche",892701.571786,6245749.48666,0.1,3573,1506.58557129,2.24716981132075,0.812682337924169,1.59030068071442
286,"friche","friche",896631.654697,6247762.01487,0.1,2939,5284.43017578,1.84842767295597,0.593728589238386,0.914022873194686
287,"friche","friche",898248.00904,6245355.93834,0.1,2096,6896.0859375,1.31823899371069,0.500321340512422,0.705226070051291
288,"friche","friche",898979.482721,6252566.32854,0.1,2175,9567.31933594,1.36792452830189,0.345503811620956,0.232745597150443
289,"friche","friche",901670.602058,6251593.3862,0.1,2175,11350.7880859,1.36792452830189,0.242138742553906,1.40927531893368
290,"friche","friche",899142.455352,6252598.43644,0.1,2175,9727.45117188,1.36792452830189,0.336222999561791,0.760634418457796
291,"friche","friche",894740.540911,6251293.1602,0.1,1590,5709.22949219,1,0.56910835931771,0.803023623061841
292,"friche","friche",896158.046455,6242720.33417,0.1,2791,6091.99462891,1.75534591194969,0.546924317800633,1.20509803736971
293,"friche","friche",892287.543537,6253339.62849,0.1,1679,6768.64111328,1.0559748427673,0.507707700973201,2.00806724642353
294,"friche","friche",893519.592272,6242078.08889,0.1,4121,4968.1484375,2.59182389937107,0.612059431156806,1.01746815863173
295,"friche","friche",897167.314399,6247659.81679,0.1,2939,5795.90380859,1.84842767295597,0.564084948225575,0.63538242279023
296,"friche","friche",901905.729549,6254012.29421,0.1,2175,12802.4101563,1.36792452830189,0.158006617687958,1.85686981049552
297,"friche","friche",901526.725891,6253950.14028,0.1,2175,12433.2177734,1.36792452830189,0.179404018768489,0.186221033513879
298,"friche","friche",898393.159541,6250422.04214,0.1,2175,7908.28662109,1.36792452830189,0.441656901580514,0.367584774453346
299,"friche","friche",903659.993606,6246572.76154,0.1,2473,12180.0371094,1.55534591194969,0.194077691531967,0.823811801833269
300,"friche","friche",895621.72122,6242933.4915,0.1,2791,5545.78222656,1.75534591194969,0.578581324796384,1.50499431291232
301,"friche","friche",904293.848622,6247708.35142,0.1,2473,12855.4462891,1.55534591194969,0.154932785567242,1.38685191560807
302,"friche","friche",896107.38046,6243049.93431,0.1,2791,5862.37158203,1.75534591194969,0.560232654210043,0.214417187093793
303,"friche","friche",897370.195778,6253199.29971,0.1,2175,8837.02441406,1.36792452830189,0.387829748109125,0.764970808677365
304,"friche","friche",895735.967971,6253146.20845,0.1,1590,7805.07519531,1,0.447638759213006,1.60409267414437
305,"friche","friche",894164.494141,6251897.20884,0.1,1590,5930.29492188,1,0.556295999466293,0.297586828509775
306,"friche","friche",898817.97859,6253871.48482,0.1,2175,10331.0263672,1.36792452830189,0.301241398817282,0.182136255798308
307,"friche","friche",896081.200941,6239879.11545,0.1,2791,8179.66357422,1.75534591194969,0.425928620664957,0.132064861356281
308,"friche","friche",892148.278206,6254986.28546,0.1,1679,8398.39257813,1.0559748427673,0.413251673790149,0.281279192744285
309,"friche","friche",892153.329726,6239429.83153,0.1,4121,7232.98681641,2.59182389937107,0.480795468462204,2.03103033105221
310,"friche","friche",892879.036817,6241001.70052,0.1,4121,5784.47900391,2.59182389937107,0.564747099286451,0.818656030309231
311,"friche","friche",903633.12003,6247536.36646,0.1,2473,12185.5410156,1.55534591194969,0.193758699879035,1.85091076632306
312,"friche","friche",894181.144515,6249667.91561,0.1,1590,4080.88232422,1,0.663482997217101,0.582993667561503
313,"friche","friche",891311.730958,6255657.22868,0.1,1679,9031.24609375,1.0559748427673,0.376573180066693,1.09403234591002
314,"friche","friche",898643.487533,6246723.83499,0.1,2473,7171.00390625,1.55534591194969,0.484387831821421,0.40392419704242
315,"friche","friche",892012.242392,6254433.89547,0.1,1679,7848.59863281,1.0559748427673,0.445116257417937,0.373060630441058
316,"friche","friche",891444.005104,6239794.67398,0.1,4121,6810.06591797,2.59182389937107,0.505306830311482,1.39138202860648
317,"friche","friche",899975.375676,6252197.33064,0.1,2175,10184.6357422,1.36792452830189,0.309725807116689,0.234867115414622
318,"friche","friche",898887.450258,6247539.56807,0.1,2939,7468.13232422,1.84842767295597,0.467167065017438,1.33212425991609
319,"friche","friche",899054.472061,6251942.56693,0.1,2175,9280.28515625,1.36792452830189,0.3621395434267,0.147526101932334
320,"friche","friche",899538.688969,6248707.26737,0.1,2939,8338.75878906,1.84842767295597,0.416707888386613,0.567907119308508
321,"friche","friche",891097.197697,6255593.02606,0.1,1679,8977.22070313,1.0559748427673,0.379704346919455,0.492494566716471
322,"friche","friche",893999.171114,6241492.24689,0.1,4121,5715.53125,2.59182389937107,0.568743126323698,1.20211865255689
323,"friche","friche",897767.227875,6247251.1242,0.1,2939,6331.421875,1.84842767295597,0.53304775628018,0.143374458529253
324,"friche","friche",900283.029684,6246070.15712,0.1,2473,8836.515625,1.55534591194969,0.387859236159492,0.868702994854929
325,"friche","friche",903384.930984,6244937.51262,0.1,2473,12027.9052734,1.55534591194969,0.202894845034539,0.758514214702937
326,"friche","friche",900303.159631,6252059.91917,0.1,2175,10357.4755859,1.36792452830189,0.299708472985104,0.394167146771008
327,"friche","friche",902419.752974,6247500.90119,0.1,2473,10984.5068359,1.55534591194969,0.263367422173363,1.07589106384197
328,"friche","friche",896397.641016,6244414.68352,0.1,2096,5385.39697266,1.31823899371069,0.587876824281352,1.63190485045201
329,"friche","friche",902716.293776,6247587.54133,0.1,2473,11290.8857422,1.55534591194969,0.245610521857001,0.96310035115159
330,"friche","friche",889404.70208,6254131.59915,0.1,1679,7780.41796875,1.0559748427673,0.449067825983272,0.983444241800456
331,"friche","friche",895615.48968,6247113.97996,0.1,2939,4171.29492188,1.84842767295597,0.658242925361697,2.13632484925326
332,"friche","friche",896114.462062,6247824.18296,0.1,2939,4802.34326172,1.84842767295597,0.621669054788595,1.42404418915425
333,"friche","friche",891164.461643,6253060.79981,0.1,1679,6456.97314453,1.0559748427673,0.525771141174524,1.27808245966225
334,"friche","friche",894611.870543,6249404.34203,0.1,2175,4207.92089844,1.36792452830189,0.656120181917576,1.87800272135845
335,"friche","friche",895937.532213,6242185.65111,0.1,2791,6300.35693359,1.75534591194969,0.534848197030533,0.393242963726651
336,"friche","friche",895827.924856,6253792.64382,0.1,1590,8386.38183594,1,0.413947784218797,0.670993573337721
337,"friche","friche",893041.651691,6244378.63268,0.1,4121,2737.90063477,2.59182389937107,0.741318616758456,0.647533431133778
338,"friche","friche",893782.445797,6252279.32806,0.1,1590,6122.49951172,1,0.545156336545785,2.70570609438489
339,"friche","friche",899681.859332,6247197.83988,0.1,2473,8239.73925781,1.55534591194969,0.422446795046387,0.278080412008143
340,"friche","friche",896159.26788,6243274.44427,0.1,2791,5743.80517578,1.75534591194969,0.567104445359363,3.17549113695743
341,"friche","friche",900626.336851,6253112.18396,0.1,2175,11229.5410156,1.36792452830189,0.249165897807407,0.724162352927981
342,"friche","friche",893382.760658,6241867.19785,0.1,4121,5114.09814453,2.59182389937107,0.603600577281284,0.967657749409117
343,"Jardin de Corinthe","parc",894175.9,6245679.6,1,2096,2855.6784668,1.31823899371069,0,1
344,"Jardin Perier","parc",892768.635,6244841.269,1,4121,2190.20556641,2.59182389937107,0,1
345,"Jardin Fraissinet","parc",894737.918,6246547.755,1,2884,3270.55029297,1.81383647798742,0,1
346,"Parc Val Plan","parc",897509.602,6251289.601,1,2175,7633.04003906,1.36792452830189,0,1
347,"Jardin Lacedemone","parc",892846.802,6245298.044,1,3573,1909.65966797,2.24716981132075,0,1
348,"Jardin de la Mathilde","parc",896109.736,6242897.686,1,2791,5954.90576172,1.75534591194969,0,1
349,"Jardin du Juge Michel","parc",892769.48,6246258.074,1,3573,1339.29089355,2.24716981132075,0,1
350,"Jardin de la Perrine","parc",897318.727,6247633.189,1,2939,5938.25732422,1.84842767295597,0,1
351,"Jardin des Reinettes","parc",892003.011,6240768.256,1,1679,5874.87011719,1.0559748427673,0,1
352,"Jardin du Carenage","parc",892100.6,6246438.6,1,3537,655.209899902,2.22452830188679,0,1
353,"Jardin Bonniot","parc",898811.039,6249310.868,1,2939,7830.22998047,1.84842767295597,0,1
354,"Jardin de la Pauline","parc",895713.254,6244485.989,1,2791,4736.01074219,1.75534591194969,0,1
355,"Jardin Beau Sainte Elisabeth","parc",895560.563,6247489.034,1,2377,4171.72607422,1.49496855345912,0,1
356,"Jardin Batani","parc",895053.38,6241337.308,1,2791,6373.64111328,1.75534591194969,0,1
357,"Jardin des Vestiges","parc",892732.892,6247074.075,1,2674,1337.94616699,1.68176100628931,0,1
358,"Jardin Emmanuel Vitria","parc",890079.414,6253450.521,1,1679,6977.82177734,1.0559748427673,0,1
359,"Jardin des Trois Lucs","parc",899936.488,6248962.317,1,2939,8777.65332031,1.84842767295597,0,1
360,"Jardin Labadie","parc",893477.193,6247457.289,1,2674,2178.46264648,1.68176100628931,0,1
361,"Jardin Bernabo","parc",890974.361,6251308.49,1,1679,4707.70654297,1.0559748427673,0,1
362,"Jardin de la Capelette","parc",895664.219,6245175.359,1,2096,4440,1.31823899371069,0,1
363,"Jardin Felicien David","parc",895878.92,6247215.69,1,2939,4450.62939453,1.84842767295597,0,1
364,"Jardin de la Magalone","parc",894769.226,6243117.443,1,2791,4817.68603516,1.75534591194969,0,1
365,"Jardin Vallier","parc",894855.983,6247409.194,1,2377,3478.57739258,1.49496855345912,0,1
366,"Jardin Velten","parc",894486.781,6248894.943,1,2377,3792.00463867,1.49496855345912,0,1
367,"Jardin des fonderies de Provence","parc",895165.897,6245720.823,1,2096,3798.1706543,1.31823899371069,0,1
368,"ND de la Garde Cheminement pieton","parc",892512.4,6245621.7,1,3537,1443.12158203,2.22452830188679,0,1
369,"Jardin de la Pugette","parc",895042.932,6243817.841,1,2791,4530.89404297,1.75534591194969,0,1
370,"Promenade de l huveaune","parc",893897.244,6243347.565,1,4121,4074.03979492,2.59182389937107,0,1
371,"Jardin esplanade des Goumiers","parc",893292.114,6241409.167,1,4121,5531.48242188,2.59182389937107,0,1
372,"Parc du Vieux Moulin","parc",897281.479,6245629.767,1,2096,5903.60058594,1.31823899371069,0,1
373,"Parc Varella","parc",891798.608,6253877.724,1,1679,7267.49609375,1.0559748427673,0,1
374,"Parc Chanot","parc",894261.789,6244198.102,1,4121,3699.86474609,2.59182389937107,0,1
375,"Jardin Emile Duclaux","parc",891481.2,6246616,5,3537,0,2.22452830188679,0,5
376,"Parc Borely","parc",893485.198551,6243047.43433,5,4121,4096.95019531,2.59182389937107,0,5
377,"Parc de la Mirabelle","parc",898620.7,6247103.47,1,2473,7156.11621094,1.55534591194969,0,1
378,"Parc Longchamp","parc",894529.7,6248105.3,5,2377,3407.87329102,1.49496855345912,0,5
379,"Parc de la Ravelle","parc",898218.726,6251175.439,1,2175,8145.92529297,1.36792452830189,0,1
380,"Parc Valmer","parc",891317.576542,6245116.95004,1,3537,1507.48132324,2.22452830188679,0,1
381,"Parc du Ginestet","parc",896036.539,6250234.585,1,2175,5828.421875,1.36792452830189,0,1
382,"Parc de la Minerve","parc",887809.781,6254170.987,1,1679,8399.35742188,1.0559748427673,0,1
383,"Parc de Font Obscure","parc",894713.221,6250499.28,5,1590,5047.22705078,1,0,5
384,"Parc Francois Billoux","parc",891936.918487,6251109.49639,5,1679,4525.52783203,1.0559748427673,0,5
385,"Parc du Grand Seminaire","parc",892958.915,6252347.393,1,1590,5923.08203125,1,0,1
386,"Parc Central de Bonneveine","parc",894207.494,6241782.413,1,4121,5548.13476563,2.59182389937107,0,1
387,"Parc de la Maison Blanche","parc",896260.606404,6243816.92573,5,2791,5551.94580078,1.75534591194969,0,5
388,"Parc Bregante","parc",891066.186,6253279.483,1,1679,6671.40917969,1.0559748427673,0,1
389,"Parc Saint Cyr","parc",898113.833,6245597.724,1,2096,6708.00244141,1.31823899371069,0,1
390,"Parc de Bagatelle","parc",893389.241,6243986.462,1,4121,3264.35302734,2.59182389937107,0,1
391,"Parc de L Esperance","parc",893016.4,6250461.1,5,1590,4144.77978516,1,0,5
392,"Parc de l Oasis","parc",892291.405,6253068.862,1,1679,6500.66162109,1.0559748427673,0,1
393,"Parc du 26eme centenaire","parc",894567.256102,6245376.22486,5,2096,3325.80810547,1.31823899371069,0,5
394,"Parc de la Colline Saint Joseph","parc",896612.597,6241831.259,5,2791,7025.44677734,1.75534591194969,0,5
395,"Parc Balneaire du Prado","parc",892809.9,6243348,5,4121,3537.71118164,2.59182389937107,0,5
396,"Parc de la Moline","parc",896593.139,6249091.066,5,2939,5689.33203125,1.84842767295597,0,5
397,"Parc Athena","parc",898380.302951,6252031.2609,5,2175,8761.84863281,1.36792452830189,0,5
